,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
18386,15599,2014-03-01,32,18.0,5.0,9.0,1.0,1978.0,1.0,6.0,2.0,Jasenevo,24813850.39,174831,1,0,7,no,no,178264,23483,105171,46177,15.62029186,2.696442295,4.463713028,17.84165429,2.250744916,2.069647456,2.563308728,5500000
21611,22541,2014-09-15,71,42.0,8.0,17.0,1.0,2011.0,3.0,11.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,23.84480449,2.584440256,1.76575369,28.04049052,4.063262342,4.063262342,10.85164241,4100000
17934,14647,2014-02-06,58,38.0,9.0,9.0,1.0,1971.0,3.0,5.0,4.0,Pokrovskoe Streshnevo,13089795.79,53786,4,0,5,no,no,178473,6931,33149,13706,12.98368443,2.58320979,0.033732545,10.9226716,1.475533056,1.475533056,0.473078416,8100000
15740,9039,2013-07-09,74,46.0,16.0,17.0,1.0,1995.0,3.0,10.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,23.70093467,0.222542001,0.562328715,23.7492272,5.773333072000001,4.614958144,5.033382673,9300000
18468,15816,2014-03-07,45,29.0,9.0,9.0,1.0,1976.0,2.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.65015037,3.535347973,1.25484971,11.55564038,0.818195259,0.822515885,2.738939898,7150000
21424,22150,2014-09-02,40,26.0,3.0,5.0,2.0,1964.0,2.0,5.0,3.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,12.9424524,1.649306357,0.634428286,14.37721852,0.8129074340000001,0.8129074340000001,2.773876114,2100000
22735,24980,2014-11-20,59,27.0,4.0,10.0,2.0,1955.0,2.0,8.0,2.0,Hamovniki,10071560.22,102726,5,1,5,no,no,75377,14868,61102,26756,3.784861854,0.574878774,0.534117989,5.252883652,1.246411435,1.066107343,0.858783097,19500000
19592,18257,2014-05-08,77,74.0,13.0,17.0,1.0,2014.0,3.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,7536900
22100,23630,2014-10-16,72,52.0,3.0,5.0,2.0,1958.0,3.0,7.0,3.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,12.42622721,2.449466337,1.051997793,10.96447554,0.542817429,0.542817429,2.079131281,12000000
19527,18110,2014-05-05,44,31.0,8.0,9.0,5.0,1963.0,2.0,5.0,1.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,9.318379474,0.941410745,1.785419497,8.702667989,1.900085268,1.873288756,1.010110108,990000
21302,21874,2014-08-25,53,32.0,5.0,17.0,1.0,1986.0,2.0,9.0,3.0,Krylatskoe,12164477.11,78507,2,0,6,no,no,67710,10175,48620,19712,12.7687021,0.491418942,3.553999089,13.616467300000002,1.57224322,1.57224322,2.321164026,12150000
16841,12245,2013-11-18,37,24.0,2.0,9.0,2.0,1968.0,2.0,6.0,3.0,Kapotnja,8097031.584,31167,0,0,0,yes,no,219609,3687,20975,6505,16.70304772,0.7754769359999999,1.042132692,23.84594937,6.686277059,6.510668664,3.645767178,4850000
24329,28289,2015-03-10,55,28.0,6.0,18.0,1.0,2008.0,2.0,9.0,3.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,10.53735533,1.152273675,0.496498344,7.527822559,0.7880463529999999,0.7880463529999999,1.4244442080000002,10000000
22506,24472,2014-11-10,45,27.0,4.0,12.0,1.0,1972.0,2.0,6.0,3.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,13.78421068,2.834228222,6.341371281,14.76356188,0.523505726,0.509016669,0.169004613,8600000
17636,14018,2014-01-22,52,31.0,7.0,12.0,5.0,1981.0,2.0,9.0,3.0,Kapotnja,8097031.584,31167,0,0,0,yes,no,219609,3687,20975,6505,16.94800819,0.55520425,0.8849435240000001,23.55887895,7.151681919,6.976073523999999,3.707165746,6600000
17930,14638,2014-02-05,44,29.0,6.0,9.0,1.0,1970.0,2.0,6.0,3.0,Ivanovskoe,10207215.1,122862,1,0,1,no,no,157010,12919,77612,32331,13.24887813,0.504178789,0.669493104,13.36778834,1.402283942,1.402283942,2.273518284,7200000
23948,27515,2015-01-26,38,20.0,4.0,14.0,1.0,1988.0,1.0,8.0,2.0,Novokosino,3707575.212,103746,1,0,4,no,no,94561,11940,73158,18648,15.80993006,2.05227041,1.49449899,19.5095715,0.965265153,0.965265153,3.933248667,6700000
20160,19499,2014-06-09,44,28.0,3.0,5.0,1.0,1967.0,2.0,5.0,3.0,Ivanovskoe,10207215.1,122862,1,0,1,no,no,157010,12919,77612,32331,12.81836993,0.94995911,1.019933438,12.900182199999998,1.10611066,0.987379626,1.82157829,3600000
16010,10319,2013-09-06,40,38.0,3.0,17.0,1.0,2013.0,1.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,4462000
24857,29398,2015-04-25,64,45.0,12.0,24.0,6.0,2017.0,2.0,12.0,1.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.532480293999999,3.11983962,1.664799141,12.46472266,2.36530039,2.289351428,1.939056014,9909598
15797,9493,2013-07-29,85,47.0,8.0,17.0,1.0,2008.0,3.0,11.0,3.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,14.54041016,2.404035991,0.440966255,13.05150863,1.232333394,1.232333394,1.324218201,14650000
18095,15014,2014-02-14,53,27.0,10.0,14.0,1.0,1982.0,2.0,10.0,2.0,Butyrskoe,5027634.0030000005,68630,1,0,5,no,no,155572,9507,43045,16078,8.577124168,0.1179694969999999,0.074340241,4.972970537,1.386445083,1.3599845309999998,1.497451693,8650000
19174,17332,2014-04-14,37,22.0,4.0,9.0,1.0,1965.0,2.0,7.0,2.0,Kapotnja,8097031.584,31167,0,0,0,yes,no,219609,3687,20975,6505,16.83272846,0.588201567,0.8635317990000001,23.35638153,9.736614793,6.755099363999999,4.049616544,4750000
15857,9805,2013-08-14,30,18.0,5.0,5.0,2.0,1962.0,1.0,5.0,3.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,9.411865271,1.923111221,0.900771552,9.784110177,1.201664243,1.201664243,1.524743788,4945000
16278,10953,2013-10-03,56,36.0,3.0,5.0,1.0,1965.0,3.0,5.0,2.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,16.06616061,1.060434997,2.302125996,15.07566349,2.195246338,1.588748052,1.67740214,4000000
20823,20975,2014-07-19,41,20.0,9.0,14.0,1.0,1985.0,1.0,8.0,3.0,Brateevo,7587523.226,102590,0,0,5,no,no,85721,12551,69792,20247,15.10358757,2.521675287,2.723613513,19.55026022,1.612083084,1.612083084,1.982508206,6450000
19109,17184,2014-04-09,79,53.0,4.0,8.0,5.0,1958.0,3.0,8.0,3.0,Hamovniki,10071560.22,102726,5,1,5,no,no,75377,14868,61102,26756,4.1861365930000005,0.1722179039999999,0.131353198,5.658120782999999,1.194956432,0.961148127,1.184187899,17900000
24911,29536,2015-05-05,39,19.0,7.0,17.0,1.0,1994.0,1.0,8.0,3.0,Cheremushki,5467178.308999999,102618,3,0,6,no,no,130396,12524,65782,24312,9.226733216,2.098110876,3.151246072,10.75124586,1.109696538,1.109696538,0.867113727,8850000
16560,11621,2013-10-28,45,30.0,4.0,5.0,1.0,1963.0,2.0,5.0,1.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,10.82152166,0.394604751,3.213201594,11.22858764,4.181520738,4.154724225,0.937622131,7100000
18364,15553,2014-02-28,50,34.0,6.0,9.0,1.0,1969.0,3.0,6.0,2.0,Pechatniki,18445806.5,83369,0,0,2,no,no,43795,10341,51393,21635,9.903889316,2.8558104,0.257487568,11.0524361,1.367118514,1.367118514,1.06455966,7300000
22462,24379,2014-11-06,39,39.0,14.0,25.0,1.0,2014.0,1.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,19.6919043,3.481845093,3.024246456,24.84404146,0.801174699,0.08615836,3.41149159,4819000
20275,19752,2014-06-17,44,20.0,14.0,19.0,1.0,2007.0,1.0,9.0,3.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,9.721280367,4.862879192,0.056676845,6.887132514,1.099084074,1.072389863,1.363603855,7000000
19246,17472,2014-04-16,27,26.0,11.0,15.0,6.0,2015.0,1.0,8.0,1.0,Poselenie Filimonkovskoe,35747947.91,2546,0,0,0,no,no,2942,365,1633,548,28.73814133,4.544916838,6.672811964,38.5338708,14.3385449,13.31457522,14.20739023,2143234
15934,10119,2013-08-28,79,41.0,16.0,17.0,6.0,2013.0,3.0,6.0,1.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,25.59597356,4.540853936,1.128409282,29.07249357,2.254916339,2.254916339,7.436486793999999,7281225
24727,29117,2015-04-14,42,42.0,1.0,1.0,1.0,2017.0,1.0,1.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,22.48329688,2.972639729,1.77686881,26.40763921,2.430411032,2.430411032,9.678292247,4766351
17670,14081,2014-01-24,30,18.0,5.0,5.0,2.0,1961.0,1.0,5.0,2.0,Juzhnoportovoe,4579593.033,71715,4,0,7,no,no,101708,9458,44334,17923,4.6397016,0.652376514,0.6979583140000001,5.3240643180000005,0.918338832,0.918338832,2.483905677,5200000
22154,23742,2014-10-20,45,30.0,5.0,12.0,1.0,1982.0,2.0,6.0,2.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,16.48790683,0.404852218,0.331068183,14.73649049,2.091181503,2.578889935,0.178447216,6990000
19449,17946,2014-04-28,35,20.0,8.0,12.0,5.0,1967.0,1.0,9.0,2.0,Kapotnja,8097031.584,31167,0,0,0,yes,no,219609,3687,20975,6505,16.86334888,0.618808655,0.897062998,23.52078404,6.842795485,6.66718709,3.743259112,4700000
25156,30110,2015-06-03,46,46.0,4.0,17.0,6.0,2016.0,1.0,8.0,1.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,15.75024402,0.718059625,1.720822365,21.64127957,1.780698378,1.780698378,2.925450824,5835113
24301,28218,2015-03-05,62,45.0,5.0,12.0,1.0,1980.0,3.0,6.0,2.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.96316392,0.4453863079999999,2.602603767,17.12251264,0.842694763,0.842694763,3.844198528,10500000
22284,23997,2014-10-27,89,49.0,2.0,24.0,4.0,2003.0,3.0,10.0,3.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,13.1766669,3.307113947,5.340136565,14.26509834,1.252537378,1.159188737,0.976295736,22800000
23942,27500,2015-01-24,59,34.0,15.0,17.0,1.0,1988.0,2.0,10.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,10.82110203,2.176334014,1.191215938,11.48800059,0.52361962,0.52361962,1.523050294,9950000
16638,11822,2013-11-05,69,45.0,6.0,6.0,2.0,1927.0,3.0,6.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,6.596106388,1.8915966,0.347873237,4.038842662,0.498801737,0.498801737,0.702587965,10400000
17688,14119,2014-01-25,36,36.0,10.0,1.0,1.0,2014.0,1.0,1.0,1.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.11836337,1.056195323,3.710085118,14.04444766,1.831082637,1.791192727,3.29989611,7757700
20756,20841,2014-07-14,75,46.0,5.0,17.0,1.0,1996.0,3.0,10.0,2.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.59295856,2.085150876,0.8695500279999999,18.42539345,1.931549675,1.952535532,5.745155446,10100000
23695,26961,2014-12-20,47,45.0,10.0,12.0,1.0,1980.0,2.0,6.0,2.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.79841501,0.630871338,3.051956965,19.02480817,1.6009741919999998,1.41830893,3.792764163,8400000
16850,12274,2013-11-19,37,19.0,1.0,22.0,1.0,1989.0,1.0,9.0,2.0,Brateevo,7587523.226,102590,0,0,5,no,no,85721,12551,69792,20247,15.18129704,2.352880666,2.235202492,20.26591067,2.327733534,2.327733534,2.469737626,1100000
19462,17976,2014-04-28,76,45.0,17.0,17.0,1.0,1985.0,3.0,10.0,2.0,Krylatskoe,12164477.11,78507,2,0,6,no,no,67710,10175,48620,19712,13.13142628,1.873108295,2.569493278,13.86879164,0.414117597,0.414117597,1.767221807,2000000
22399,24227,2014-10-31,32,20.0,4.0,5.0,1.0,1964.0,1.0,5.0,2.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,10.2166979,0.784702495,0.550427126,11.47537168,1.639915585,0.967153336,0.685515386,5200000
22831,25209,2014-11-24,52,51.0,11.0,17.0,4.0,2015.0,2.0,0.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,5909900
19499,18048,2014-04-30,25,13.0,8.0,16.0,1.0,1993.0,1.0,7.0,3.0,Juzhnoportovoe,4579593.033,71715,4,0,7,no,no,101708,9458,44334,17923,6.023543461,0.583855813,0.616740273,7.691923984,1.020795161,0.7987503890000001,3.55574808,4250000
25226,30298,2015-06-17,39,23.0,12.0,12.0,5.0,1968.0,2.0,6.0,3.0,Butyrskoe,5027634.0030000005,68630,1,0,5,no,no,155572,9507,43045,16078,8.133126888,0.4427204529999999,0.3894909789999999,4.406995535,0.780778396,0.780778396,1.902653012,7230000
16063,10444,2013-09-12,58,42.0,3.0,9.0,1.0,1977.0,3.0,5.0,3.0,Zjablikovo,4602089.659,130229,0,0,5,no,no,48439,18221,82231,29777,15.90225929,2.317414566,3.461709697,17.13353289,0.563408304,0.563408304,1.491411344,7900000
22783,25100,2014-11-21,41,23.0,1.0,14.0,1.0,1973.0,2.0,6.0,2.0,Ivanovskoe,10207215.1,122862,1,0,1,no,no,157010,12919,77612,32331,13.48784153,0.451351231,2.010267826,12.91384363,2.947576241,2.6919003060000004,2.37256096,1000000
22771,25068,2014-11-21,64,45.0,6.0,12.0,1.0,1980.0,3.0,6.0,2.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.61504924,0.833875725,3.2723275060000003,18.34763136,1.895209166,1.895209166,3.666211711,10350000
21282,21824,2014-08-23,72,43.0,10.0,17.0,1.0,1994.0,3.0,9.0,3.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.79237437,1.955898442,1.524552437,16.68023288,0.268571166,0.268571166,5.609874794,12900000
23497,26588,2014-12-16,54,27.0,22.0,25.0,4.0,2013.0,2.0,8.0,3.0,Beskudnikovskoe,3292112.223,73148,1,0,2,no,no,41504,9308,44449,19391,13.38757061,0.147624668,1.321820918,10.12675781,0.986186451,0.7970319,2.615700532,5000000
19452,17952,2014-04-28,77,47.0,1.0,5.0,2.0,1958.0,3.0,8.0,3.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,11.27765982,3.631411954,1.147060853,9.934556696,1.451120521,1.29050338,1.868248819,10700000
16829,12225,2013-11-16,31,18.0,1.0,5.0,5.0,1966.0,2.0,5.0,3.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,10.33781464,1.950054528,0.847420636,10.77479645,0.6389770260000001,0.6389770260000001,0.556721075,5200000
19581,18224,2014-05-07,43,28.0,6.0,8.0,2.0,1963.0,2.0,6.0,2.0,Timirjazevskoe,10508030.1,81887,2,0,5,no,no,57107,11205,52030,18652,10.48445896,0.26546833,0.166134081,6.865525093,0.947868569,0.800147776,0.647206345,1000000
23231,26036,2014-12-08,101,47.0,11.0,17.0,4.0,2002.0,3.0,10.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.066851661,1.4075238980000002,0.535620155,6.2317346460000005,1.005361971,1.005361971,1.988933289,18300000
18856,16668,2014-03-28,40,23.0,7.0,14.0,1.0,1972.0,2.0,6.0,2.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,14.28883077,1.719833994,2.1149534880000003,16.20775654,3.991687672,3.938422155,0.020703012,5800000
20284,19776,2014-06-18,45,29.0,1.0,12.0,5.0,1967.0,2.0,5.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,13.75761443,0.960379072,2.102909546,12.46205729,1.94847169,1.863886658,1.088693467,6050000
16089,10493,2013-09-13,30,18.0,2.0,5.0,2.0,1963.0,1.0,4.0,3.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,no,101982,13028,63388,25292,9.510440193,1.236943591,0.6840468000000001,10.0699225,1.949711653,1.559284837,0.3651454429999999,5200000
23185,25918,2014-12-05,81,54.0,4.0,8.0,2.0,1960.0,3.0,10.0,2.0,Timirjazevskoe,10508030.1,81887,2,0,5,no,no,57107,11205,52030,18652,7.211486467,0.611396623,0.698943515,3.632177491,1.5603671330000002,1.009391746,3.172134739,17000000
22870,25287,2014-11-25,34,19.0,2.0,12.0,1.0,1982.0,1.0,7.0,3.0,Presnenskoe,11638050.15,123280,2,1,5,no,no,57999,14906,75357,33017,5.987577422,0.924863234,0.394091365,7.626983687,1.052803405,1.052803405,1.388240069,6900000
19687,18474,2014-05-15,43,19.0,20.0,24.0,1.0,2006.0,1.0,9.0,2.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,18.17633569,4.170276652,3.808782362,23.18141501,2.21570141,2.21570141,2.961059005,6000000
18293,15418,2014-02-26,37,19.0,13.0,16.0,5.0,1981.0,1.0,10.0,3.0,Kotlovka,3998216.265,64317,0,0,3,no,no,153248,8284,41476,14557,6.959210946000001,1.422306382,0.322272067,6.700724716,1.218080197,1.057295475,1.120953182,7000000
17682,14106,2014-01-24,75,35.0,9.0,22.0,1.0,2014.0,2.0,10.0,1.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,10.91522293,3.472752971,0.20305005,11.83170599,4.831326144,3.277297787,1.52225299,12168380
16234,10862,2013-10-01,74,44.0,16.0,22.0,1.0,1986.0,3.0,10.0,3.0,Jasenevo,24813850.39,174831,1,0,7,no,no,178264,23483,105171,46177,15.82211665,2.199842916,5.892990245,18.01256716,1.220361274,1.251723293,2.071281939,13500000
22604,24719,2014-11-13,36,22.0,2.0,9.0,5.0,1962.0,2.0,7.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.18991568,2.167241799,0.6902468340000001,11.18940797,0.724855995,0.724855995,1.256435818,3000000
25126,30043,2015-05-29,47,47.0,8.0,25.0,1.0,2015.0,1.0,10.0,1.0,Filevskij Park,9629358.472,89467,3,0,6,no,no,112804,8294,65115,16058,6.514713376,1.412825045,0.042635682,7.586885057999999,2.117111901,2.083685484,0.7408695390000001,9220705
18173,15159,2014-02-18,79,1.0,13.0,17.0,1.0,2015.0,3.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,7682400
16596,11709,2013-10-30,30,16.0,5.0,5.0,2.0,1962.0,1.0,5.0,3.0,Losinoostrovskoe,5361326.947,80917,1,0,1,no,no,79576,9111,49063,22743,14.11851982,1.1536147959999998,0.432386797,10.59713361,2.40807162,2.40807162,0.610017887,4450000
20547,20386,2014-06-30,74,45.0,16.0,16.0,1.0,1984.0,3.0,10.0,3.0,Orehovo-Borisovo Juzhnoe,7128794.338,145576,1,0,6,no,no,129207,13595,104635,27346,17.14769106,1.549941265,1.886293262,17.860107760000005,1.315886022,1.315886022,2.574298281,3000000
15849,9770,2013-08-12,51,30.0,3.0,14.0,1.0,2004.0,2.0,9.0,4.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,11.30856638,3.196717089,1.099494113,12.46466109,0.752470965,0.752470965,1.19166111,8900000
21809,22981,2014-09-27,38,19.0,5.0,17.0,1.0,1986.0,1.0,8.0,2.0,Horoshevskoe,8568431.188,56535,3,0,10,no,no,80791,9054,34328,13153,6.282902768,1.14222783,1.069111454,5.371138217,0.4942545279999999,0.268559818,2.766481831,7700000
21987,23346,2014-10-07,20,12.0,8.0,9.0,2.0,1970.0,1.0,3.0,2.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,9.545913092,1.691322921,1.5479295990000002,8.919765802,1.296480862,1.266782335,1.287403845,4850000
21590,22499,2014-09-13,38,18.0,14.0,15.0,5.0,1969.0,1.0,9.0,3.0,Timirjazevskoe,10508030.1,81887,2,0,5,no,no,57107,11205,52030,18652,6.631895382000001,0.039919389,0.105560363,3.149234153,0.907683174,0.52447678,3.489304567,1100000
21958,23278,2014-10-06,38,18.0,3.0,17.0,1.0,1985.0,1.0,8.0,3.0,Meshhanskoe,4512002.453,57999,0,1,8,no,no,47245,5919,33502,18578,3.455233182,0.749058786,0.857956794,2.430859025,1.5804533580000002,1.351314279,2.447240162,9600000
23680,26939,2014-12-20,100,69.0,6.0,7.0,2.0,1960.0,4.0,9.0,4.0,Nagatino-Sadovniki,7750777.821,76284,2,0,10,no,no,76156,10168,46080,20036,7.691028511,0.572069385,0.789804128,6.856010612,1.003538845,0.981363471,1.980682893,17000000
16023,10360,2013-09-09,39,20.0,8.0,12.0,1.0,1992.0,1.0,8.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,19.2381468,0.408035062,2.222897719,21.19927069,1.211575881,1.171885907,2.652364876,6000000
15878,9911,2013-08-19,39,23.0,7.0,14.0,1.0,1971.0,2.0,6.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,13.17892282,1.33479288,1.597486755,11.78428713,1.229608461,1.229608461,1.113736949,1000000
16884,12353,2013-11-20,74,45.0,6.0,16.0,1.0,1975.0,3.0,10.0,3.0,Orehovo-Borisovo Juzhnoe,7128794.338,145576,1,0,6,no,no,129207,13595,104635,27346,17.16205039,1.345067966,2.068316337,18.76097306,2.265116182,0.8485463870000001,2.819524655,11400000
17735,14222,2014-01-28,63,60.0,9.0,9.0,1.0,1973.0,3.0,8.0,3.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.694901793,3.1025706110000004,1.073321605,10.01292237,1.3973282319999998,1.3973282319999998,2.78514442,10700000
21666,22655,2014-09-18,34,19.0,11.0,16.0,1.0,1975.0,1.0,9.0,3.0,Birjulevo Zapadnoe,8464344.053,85721,0,0,0,no,no,145088,12273,54914,18534,18.35032348,1.088327696,0.499466879,19.05610165,5.126211689,5.119647542,2.2950303880000003,5450000
24709,29069,2015-04-11,35,19.0,2.0,12.0,5.0,1967.0,1.0,9.0,4.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,14.28611134,2.014256123,0.871153761,14.2301646,2.433640842,2.330851905,1.363625906,1000000
16748,12062,2013-11-12,44,44.0,9.0,25.0,1.0,2014.0,1.0,1.0,3.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.214861324,24.06121446,3.776835959,3.776835959,4.317743898,4740002
18897,16776,2014-03-31,52,30.0,10.0,12.0,1.0,1985.0,2.0,8.0,3.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,15.94506751,1.591302608,0.5687421420000001,15.34114547,1.917388669,1.884484467,2.620088642,9800000
21943,23243,2014-10-03,37,22.0,3.0,9.0,1.0,1966.0,2.0,7.0,2.0,Meshhanskoe,4512002.453,57999,0,1,8,no,no,47245,5919,33502,18578,4.118846093999999,0.08314191,0.2610306739999999,2.073457163,1.2230514959999998,1.33154996,3.0396191210000003,8700000
19782,18679,2014-05-21,54,29.0,8.0,17.0,4.0,2006.0,2.0,9.0,3.0,Lomonosovskoe,3326418.7410000004,83844,1,0,1,no,no,64317,10333,49242,24269,9.201166927,0.487735337,3.77265269,10.15820016,2.533595325,1.4520396530000002,1.7341915330000002,13500000
18216,15257,2014-02-20,34,19.0,2.0,12.0,1.0,1974.0,1.0,9.0,3.0,Pechatniki,18445806.5,83369,0,0,2,no,no,43795,10341,51393,21635,9.929203937,3.206342217,0.514397607,11.78313431,1.443333575,1.443333575,0.935429988,5600000
20843,21010,2014-07-22,53,32.0,7.0,17.0,1.0,1999.0,2.0,9.0,4.0,Troparevo-Nikulino,11275073.5,112804,1,1,9,no,no,113897,14587,68234,29983,13.53541269,0.970819845,2.918036499,14.67538453,1.436113136,1.4232707830000002,0.7928739579999999,14000000
16976,12561,2013-11-27,52,52.0,4.0,15.0,6.0,2015.0,2.0,1.0,1.0,Poselenie Filimonkovskoe,35747947.91,2546,0,0,0,no,no,2942,365,1633,548,28.75536526,4.458821783,6.753763162,38.64661413,14.45128823,13.42731855,14.22027329,3213556
21344,21965,2014-08-28,35,20.0,5.0,5.0,2.0,1959.0,1.0,7.0,3.0,Ostankinskoe,12505755.08,61396,3,0,1,no,no,65972,7278,37484,16634,5.930318666000001,1.041174442,0.077510689,2.370894646,2.479423592,2.0229105830000003,2.391533792,5900000
16708,11970,2013-11-08,43,28.0,5.0,5.0,1.0,1960.0,2.0,4.0,3.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,11.08256741,3.446788147,0.959070719,10.0242132,1.352380678,1.1917635359999998,1.649722537,6550000
18605,16125,2014-03-17,34,24.0,1.0,8.0,5.0,1959.0,2.0,5.0,2.0,Ostankinskoe,12505755.08,61396,3,0,1,no,no,65972,7278,37484,16634,6.663847211,0.350059926,0.851123909,2.7089316130000003,1.099782197,0.961191295,1.3853336790000002,6400000
15674,8353,2013-06-06,43,29.0,3.0,5.0,2.0,1960.0,2.0,5.0,3.0,Nagornoe,5293464.965,77878,3,0,2,no,no,115352,10600,49882,17396,9.686066016,0.483933067,0.682937252,10.04175124,0.8865990559999999,0.686780307,0.963652929,6400000
20713,20738,2014-07-10,59,44.0,2.0,9.0,1.0,1969.0,3.0,6.0,2.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,16.54119891,1.6284718230000002,1.975725431,15.9801336,1.405681214,1.405681214,2.839876022,3500000
20865,21058,2014-07-23,34,19.0,1.0,9.0,1.0,1971.0,1.0,6.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,13.17892282,1.33479288,1.597486755,11.78428713,1.229608461,1.229608461,1.113736949,4600000
20182,19551,2014-06-10,59,43.0,4.0,5.0,1.0,1963.0,3.0,5.0,2.0,Cheremushki,5467178.308999999,102618,3,0,6,no,no,130396,12524,65782,24312,10.76874044,3.287938645,3.4482066989999995,13.17610351,2.499022217,2.267038373,1.1700049540000002,5000000
